"gene_id","gene_name","chromosome","locus","rpkm"
,"Adam6b",12,"chr12:114727775-114730046",1.75566
,"Adam6a",12,"chr12:114782118-114784625",0.25374
,"Zfp386",12,"chr12:117285934-117299062",30.0641
,"Vipr2",12,"chr12:117316195-117384734",0.174065
,"Wdr60",12,"chr12:117445522-117501498",1.45032
,"Esyt2",12,"chr12:117519694-117611571",23.2696
,"D430020J02Rik",12,"chr12:117640419-117643634",1.0928
,"Ncapg2",12,"chr12:117643874-117702004",7.99489
,"Ptprn2",12,"chr12:117724192-118516640",0.010292
,"Gm10421",12,"chr12:118382995-118389742",0
,"Gm5441",12,"chr12:118472993-118575485",0
,"Mir153",12,"chr12:118489289-118489358",0
,"Rapgef5",12,"chr12:118754951-118995451",6.66824
,"Cdca7l",12,"chr12:119082333-119117179",13.9564
,"Dnahc11",12,"chr12:119116454-119437516",0.035026
,"Sp4",12,"chr12:119473405-119539913",11.793532
,"D230030E09Rik",12,"chr12:119756769-119768666",0
,"Sp8",12,"chr12:120084801-120091051",0
,"Abcb5",12,"chr12:120106296-120204894",0
,"Itgb8",12,"chr12:120401275-120476749",0.271222
,"Macc1",12,"chr12:120681882-120705405",0.012775
,"Tmem196",12,"chr12:121184434-121257179",0.031877
,"Speer6-ps1",13,"chr13:3148720-3188924",0
,"2810429I04Rik",13,"chr13:3477548-3491644",0.321897
,"1700024F13Rik",13,"chr13:3497295-3500639",0.098972
,"Gdi2",13,"chr13:3537320-3565507",115.881
,"BC016423",13,"chr13:3565280-3610354",19.1379
,"Asb13",13,"chr13:3633321-3651025",15.669799
,"Calml3",13,"chr13:3802138-3803564",0.025155
,"Calm4",13,"chr13:3837002-3837917",0.064797
,"Calm5",13,"chr13:3853418-3854007",0
,"Net1",13,"chr13:3881808-3917466",6.32658
,"Tubal3",13,"chr13:3923940-3934523",0
,"Ucn3",13,"chr13:3939933-3944595",0
,"Akr1c14",13,"chr13:4058836-4089668",1.09106
,"Akr1c18",13,"chr13:4131872-4149877",0.174601
,"Akr1c13",13,"chr13:4190432-4204849",10.7773
,"Akr1c19",13,"chr13:4232985-4247605",2.93117
,"Marcksl1-ps4",13,"chr13:4247980-4249023",0.933772
,"Akr1c12",13,"chr13:4267417-4278645",1.45134
,"Akr1c6",13,"chr13:4433588-4456776",0
,"Akr1c20",13,"chr13:4506404-4522579",0
,"Akr1c21",13,"chr13:4573320-4585789",1.11612
,"Akr1e1",13,"chr13:4591735-4608410",12.2047
,"1700016G22Rik",13,"chr13:5854754-5857338",0
,"Klf6",13,"chr13:5860734-5869639",28.6328
,"Pitrm1",13,"chr13:6547402-6579395",15.1805
,"Pfkp",13,"chr13:6579119-6647970",12.4386
,"Adarb2",13,"chr13:8202154-8759554",0
,"Wdr37",13,"chr13:8802213-8870976",14.70115
,"Idi1",13,"chr13:8884851-8891642",0.54864
,"Idi2",13,"chr13:8952108-8960181",0.022624
,"Gtpbp4",13,"chr13:8971723-8995258",44.9687
,"Larp4b",13,"chr13:9093150-9172336",14.5112
,"Dip2c",13,"chr13:9275770-9668172",1.01318
,"Zmynd11",13,"chr13:9684081-9764560",33.0773
,"Chrm3",13,"chr13:9875858-10360049",0.217936
,"Zp4-ps",13,"chr13:11614318-11617949",0
,"Ryr2",13,"chr13:11645369-12199212",0.253826
,"Gm10336",13,"chr13:12274983-12278755",7.03971
,"Mtr",13,"chr13:12278806-12350380",3.97138
,"Actn2",13,"chr13:12361693-12432999",0.520029
,"Heatr1",13,"chr13:12487641-12531160",15.6299
,"Lgals8",13,"chr13:12531681-12554005",44.2951
,"Edaradd",13,"chr13:12563475-12612717",4.98994
,"Ero1lb",13,"chr13:12658149-12701795",11.284
,"Gpr137b-ps",13,"chr13:12706332-12742662",2.72626
,"Prl2c4",13,"chr13:12883082-12892325",0
,"Prl2c3",13,"chr13:12883087-12892346",0.023694
,"Prl2c2",13,"chr13:13088390-13097597",0
,"Prl2c5",13,"chr13:13275048-13284107",0
,"Gpr137b",13,"chr13:13449887-13485891",3.5014
,"Nid1",13,"chr13:13529868-13604542",11.9657
,"Lyst",13,"chr13:13682675-13869707",9.4459
,"Gng4",13,"chr13:13876805-13920162",0.083463
,"B3galnt2",13,"chr13:14046940-14091335",18.2002
,"Tbce",13,"chr13:14090217-14131867",37.1517
,"Ggps1",13,"chr13:14144713-14155668",17.6005
,"Arid4b",13,"chr13:14156058-14291870",22.11522
,"Hecw1",13,"chr13:14318704-14615493",0.078122
,"Mrpl32",13,"chr13:14702567-14705304",32.1128
,"Psma2",13,"chr13:14705508-14717940",113.778
,"AW209491",13,"chr13:14722511-14730469",9.41249
,"Gli3",13,"chr13:15555555-15821858",0.30313
,"4933412O06Rik",13,"chr13:15873496-15894463",0.016718
,"A530046M15",13,"chr13:15899075-15919370",0
,"Inhba",13,"chr13:16106307-16119044",0.324821
,"5033411D12Rik",13,"chr13:16949309-17786599",1.45736
,"2810021B07Rik",13,"chr13:17787246-17790939",10.0073
,"Cdk13",13,"chr13:17807795-17896931",19.32432
,"Mir466i",13,"chr13:17839306-17839427",19.2868
,"Rala",13,"chr13:17972408-18036051",28.1419
,"1600012F09Rik",13,"chr13:18078473-18085185",5.58216
,"4930448F12Rik",13,"chr13:18176780-18192036",0
,"Pou6f2",13,"chr13:18216793-18473873",0
,"Vps41",13,"chr13:18809160-18958680",32.4201
,"Amph",13,"chr13:19040239-19242784",0.642768
,"Stard3nl",13,"chr13:19449544-19487621",23.8477
,"Epdr1",13,"chr13:19683576-19711699",2.46546
,"Sfrp4",13,"chr13:19715043-19724692",0.187963
,"Txndc3",13,"chr13:19736947-19789629",0
,"A530099J19Rik",13,"chr13:19819285-19824820",6.51914
,"Gpr141",13,"chr13:19841550-19916126",4.39176
,"Elmo1",13,"chr13:20182375-20700222",14.54117
,"Aoah",13,"chr13:20885987-21116121",1.84938
,"Olfr1370",13,"chr13:21164217-21165168",0
,"Olfr263",13,"chr13:21224645-21225599",0
,"Olfr1368",13,"chr13:21233979-21234924",0
,"Trim27",13,"chr13:21271799-21286592",13.64
,"Gpx5",13,"chr13:21378297-21384555",0
,"Gpx6",13,"chr13:21404071-21411493",0
,"Olfr1367",13,"chr13:21438798-21439749",0
,"Zscan12",13,"chr13:21454688-21464171",2.99688
,"Zkscan3",13,"chr13:21478872-21494624",29.433511
,"Pgbd1",13,"chr13:21513143-21532922",0.27782
,"Zfp187",13,"chr13:21534043-21545596",29.9102
,"Mir1896",13,"chr13:21537028-21537109",9E-06
,"Nkapl",13,"chr13:21558915-21560370",0.51602
,"Zkscan4",13,"chr13:21570717-21577374",0.49848
,"Zfp389",13,"chr13:21596184-21598393",1.115
,"Zfp192",13,"chr13:21605089-21622983",6.785963
,"Olfr1366",13,"chr13:21628842-21629896",0
,"Olfr1535",13,"chr13:21646908-21647889",0.019768
,"Olfr1364",13,"chr13:21665378-21666323",0
,"Olfr1362",13,"chr13:21702888-21703873",0
,"Olfr11",13,"chr13:21730448-21731390",0
,"Olfr1361",13,"chr13:21750236-21751190",0
,"Olfr1359",13,"chr13:21765869-21766811",0
,"Olfr1360",13,"chr13:21765869-21766849",0
,"Olfr1359",13,"chr13:21794871-21795813",0
,"Hist1h2bl",13,"chr13:21807631-21808012",0
,"Hist1h2ai",13,"chr13:21808290-21808683",0.080761
,"Hist1h3h",13,"chr13:21809496-21809984",0.215647
,"Hist1h2bm",13,"chr13:21813966-21814347",0.172282
,"Hist1h4j",13,"chr13:21826964-21827276",0.411682
,"Hist1h4k",13,"chr13:21842062-21842374",0.137227
,"Hist1h2ak",13,"chr13:21845303-21845696",0.484565
,"Hist1h2bn",13,"chr13:21845991-21846372",0
,"Hist1h1b",13,"chr13:21871751-21872423",1.40953
,"Hist1h3i",13,"chr13:21874783-21875266",0.219493
,"Hist1h2an",13,"chr13:21878694-21879087",0
,"Hist1h2bp",13,"chr13:21879356-21881082",0.157248
,"Hist1h2bq",13,"chr13:21898280-21902068",0
,"Hist1h2ao",13,"chr13:21902235-21902749",0
,"Hist1h2ap",13,"chr13:21902335-21902728",0
,"Hist1h4m",13,"chr13:21903614-21904019",0
,"Hist1h4n",13,"chr13:21903652-21903964",0
,"Hist1h4n",13,"chr13:21923715-21924027",0
,"Hist1h2ao",13,"chr13:21924930-21925444",0
,"Hist1h2ap",13,"chr13:21924951-21925344",0
,"Hist1h2br",13,"chr13:21925611-21929399",0
,"Mir1983",13,"chr13:21988786-21988918",0
,"Zfp184",13,"chr13:22036962-22052354",0.763089
,"Pom121l2",13,"chr13:22073049-22080603",0
,"Prss16",13,"chr13:22094044-22101610",1.62603
,"Hist1h2ah",13,"chr13:22127034-22127421",0
,"Hist1h2bk",13,"chr13:22127755-22128136",0
,"Hist1h4i",13,"chr13:22132684-22133221",5.79758
,"Hist1h2ag",13,"chr13:22134345-22134818",0.512121
,"Hist1h2bj",13,"chr13:22135098-22135479",0
,"Vmn1r188",13,"chr13:22179746-22180673",0
,"Vmn1r189",13,"chr13:22193595-22194534",0
,"Vmn1r191",13,"chr13:22270554-22271451",0
,"Vmn1r192",13,"chr13:22279014-22279917",0
,"Vmn1r193",13,"chr13:22310729-22311689",0
,"Vmn1r194",13,"chr13:22336083-22336974",0.111759
,"Vmn1r195",13,"chr13:22370185-22371273",0
,"Vmn1r196",13,"chr13:22385061-22385967",0
,"Vmn1r197",13,"chr13:22419779-22420676",0
,"Vmn1r198",13,"chr13:22446214-22447117",0
,"Vmn1r199",13,"chr13:22474406-22475510",0
,"Vmn1r200",13,"chr13:22486897-22487836",0
,"Vmn1r-ps103",13,"chr13:22533140-22534112",0
,"Vmn1r201",13,"chr13:22566486-22567389",0
,"Vmn1r202",13,"chr13:22593205-22594114",0
,"Vmn1r203",13,"chr13:22615919-22616855",0
,"Vmn1r204",13,"chr13:22648069-22648978",0
,"Vmn1r205",13,"chr13:22683848-22684799",0
,"Vmn1r206",13,"chr13:22711965-22712904",0
,"Vmn1r207-ps",13,"chr13:22817552-22818491",0
,"Vmn1r208",13,"chr13:22864267-22865194",0
,"Vmn1r209",13,"chr13:22897448-22898387",0
,"Vmn1r210",13,"chr13:22919062-22919983",0
,"Vmn1r211",13,"chr13:22943467-22944364",0
,"Vmn1r212",13,"chr13:22974956-22976030",0
,"Vmn1r213",13,"chr13:23103117-23104272",0
,"Vmn1r214",13,"chr13:23126206-23127310",0
,"Vmn1r215",13,"chr13:23167660-23168563",0
,"Vmn1r216",13,"chr13:23191017-23191914",0
,"Vmn1r217",13,"chr13:23205702-23206599",0
,"Vmn1r218",13,"chr13:23228353-23229250",0
,"Vmn1r219",13,"chr13:23254511-23255450",0
,"Vmn1r220",13,"chr13:23275496-23276393",0
,"Vmn1r221",13,"chr13:23309241-23310180",0
,"Vmn1r222",13,"chr13:23323983-23324910",0
,"Vmn1r223",13,"chr13:23341106-23342192",0
,"4933404K08Rik",13,"chr13:23370218-23374136",0
,"Zfp322a",13,"chr13:23444972-23461071",12.53699
,"Abt1",13,"chr13:23510229-23515735",5.08282
,"C230035I16Rik",13,"chr13:23519844-23522886",1.03965
,"Btn1a1",13,"chr13:23548861-23557770",0.004741
,"Btn2a2",13,"chr13:23568931-23580726",0.392929
,"Hist1h4h",13,"chr13:23622912-23623390",1.62021
,"Hist1h2af",13,"chr13:23625779-23626172",0.403804
,"Hist1h3g",13,"chr13:23627286-23627778",0
,"Hist1h2bh",13,"chr13:23634840-23635221",0.344564
,"Hist1h3f",13,"chr13:23635920-23636923",0.076897
,"Hist1h4f",13,"chr13:23643200-23643512",0.274455
,"Hist1h1d",13,"chr13:23646900-23649877",0.382687
,"Hist1h3e",13,"chr13:23653823-23654234",0
,"Hist1h2ae",13,"chr13:23662385-23663089",0.398942
,"Hist1h2bg",13,"chr13:23663268-23663883",0.932757
,"Hist1h2bf",13,"chr13:23665678-23666059",0.172282
,"Hist1h2ad",13,"chr13:23666339-23666732",0
,"Hist1h3d",13,"chr13:23667670-23668081",0
,"Hist1h4d",13,"chr13:23673470-23673782",2.05841
,"Hist1h2be",13,"chr13:23675538-23712993",0.189126
,"Hist1h1e",13,"chr13:23712496-23714427",1.14567
,"Hist1h2ac",13,"chr13:23773335-23775828",0.6651
,"Hist1h2bc",13,"chr13:23776067-23784349",17.3959
,"Hist1h1t",13,"chr13:23787679-23788591",0.130141
,"Hist1h4c",13,"chr13:23790006-23790318",1.37227
,"Hfe",13,"chr13:23795709-23802680",18.4922
,"Hist1h1c",13,"chr13:23830675-23832236",21.93
,"Hist1h3c",13,"chr13:23836910-23837390",0.221866
,"Hist1h2bb",13,"chr13:23838602-23839070",1.21746
,"Hist1h2ab",13,"chr13:23842956-23843462",0.354995
,"Hist1h3b",13,"chr13:23844248-23844659",0
,"Hist1h4b",13,"chr13:23848889-23849201",1.37227
,"Hist1h4a",13,"chr13:23852714-23853026",0
,"Hist1h3a",13,"chr13:23853721-23854255",0.46429
,"Hist1h1a",13,"chr13:23855536-23856283",0.678336
,"Trim38",13,"chr13:23874440-23883364",0.266302
,"Slc17a2",13,"chr13:23898895-23915394",0.005552
,"Slc17a3",13,"chr13:23931302-23952583",0
,"Slc17a1",13,"chr13:23962141-23987599",0
,"Slc17a4",13,"chr13:23989757-24006876",0.033738
,"Hist1h2ba",13,"chr13:24025641-24026025",0
,"Hist1h2aa",13,"chr13:24026330-24026720",0
,"Scgn",13,"chr13:24045325-24083083",0
,"Lrrc16a",13,"chr13:24104352-24372659",5.67315
,"Cmah",13,"chr13:24419288-24569154",17.81191
,"Gm11346",13,"chr13:24689993-24696636",14.4697
,"Fam65b",13,"chr13:24706478-24825675",48.5405
,"Gmnn",13,"chr13:24843713-24853806",25.4729
,"BC005537",13,"chr13:24893525-24904768",71.3279
,"Acot13",13,"chr13:24909823-24923358",40.0427
,"Tdp2",13,"chr13:24923527-24934022",24.4285
,"D130043K22Rik",13,"chr13:24936999-24993139",0.016115
,"4932702P03Rik",13,"chr13:24997468-25003649",0
,"Aldh5a1",13,"chr13:24999447-25029530",0.356111
,"Gpld1",13,"chr13:25035020-25083805",6.10468
,"Mrs2",13,"chr13:25084351-25112248",8.62407
,"Dcdc2a",13,"chr13:25147872-25302575",0.009214
,"Nrsn1",13,"chr13:25343907-25361865",0
,"Gm11351",13,"chr13:26012902-26058185",0
,"1700092E19Rik",13,"chr13:26375027-26404275",0
,"Hdgfl1",13,"chr13:26860040-26862034",0
,"Prl",13,"chr13:27149438-27157072",0
,"Prl3d1",13,"chr13:27186057-27192129",0
,"Prl3d2",13,"chr13:27213572-27219351",0
,"Prl3d3",13,"chr13:27248667-27254389",0
,"Prl3c1",13,"chr13:27288528-27295618",0
,"Prl3b1",13,"chr13:27334298-27341609",0
,"Prl3a1",13,"chr13:27351357-27368529",0
,"Prl6a1",13,"chr13:27404495-27411121",0
,"Prl8a2",13,"chr13:27437557-27446073",0
,"Prl2b1",13,"chr13:27475213-27482715",0
,"Prl8a6",13,"chr13:27524721-27530466",0
,"Prl8a8",13,"chr13:27598940-27605082",0
,"Prl8a9",13,"chr13:27649869-27656473",0
,"Prl8a1",13,"chr13:27665790-27674040",0
,"Prl7b1",13,"chr13:27693687-27702451",0
,"Prl7a1",13,"chr13:27725232-27734362",0
,"Prl7a2",13,"chr13:27750452-27759905",0
,"Prl7d1",13,"chr13:27800866-27808606",0
,"Prl7c1",13,"chr13:27865363-27872673",0
,"Prl2a1",13,"chr13:27893523-27900585",0
,"Prl2c1",13,"chr13:27941270-27949577",0
,"Prl4a1",13,"chr13:28108091-28115415",0
,"Prl5a1",13,"chr13:28234352-28243464",0
,"2610307P16Rik",13,"chr13:28551902-28977291",0.213061
,"Sox4",13,"chr13:29042598-29045551",2.52875
,"A330102I10Rik",13,"chr13:29106282-29132205",0
,"Cdkal1",13,"chr13:29417174-29947457",9.05291
,"E2f3",13,"chr13:29998443-30077932",3.7192
,"Mboat1",13,"chr13:30228358-30338563",1.68328
,"Agtr1a",13,"chr13:30428224-30474736",9.55885
,"Uqcrfs1",13,"chr13:30632180-30637185",83.726
,"4930519D14Rik",13,"chr13:30706911-30716127",0.03297
,"Dusp22",13,"chr13:30751964-30803094",34.517
,"Irf4",13,"chr13:30841126-30858796",29.989
,"Exoc2",13,"chr13:30905786-31065916",14.8916
,"Hus1b",13,"chr13:31038444-31039630",0.265997
,"4930401O12Rik",13,"chr13:31305278-31332955",0
,"Foxq1",13,"chr13:31650038-31652843",0.124168
,"1700018A04Rik",13,"chr13:31657360-31674382",0
,"Foxf2",13,"chr13:31717684-31723275",0.014225
,"Foxc1",13,"chr13:31898514-31902504",0.089381
,"Gmds",13,"chr13:31911454-32430413",4.51942
,"Mylk4",13,"chr13:32792695-32873648",0.002829
,"Wrnip1",13,"chr13:32893898-32914479",18.6964
,"Serpinb1a",13,"chr13:32933960-32943054",93.549
,"Serpinb1c",13,"chr13:32973265-32990009",0.539942
,"Serpinb6b",13,"chr13:33057381-33070906",49.2998
,"Serpinb9",13,"chr13:33096409-33109824",30.8286
,"Serpinb9b",13,"chr13:33119282-33132427",1.05173
,"Serpinb1b",13,"chr13:33175971-33186249",0.314772
,"Serpinb9c",13,"chr13:33241143-33251623",0.04573
,"Serpinb9d",13,"chr13:33284827-33295849",0
,"Serpinb9e",13,"chr13:33341478-33352715",0.035818
,"Serpinb9f",13,"chr13:33415945-33427235",0
,"Serpinb9g",13,"chr13:33576658-33587869",0
,"Serpinb6d",13,"chr13:33753273-33763454",0
,"Serpinb6e",13,"chr13:33924213-33935277",0.011915
,"Serpinb6c",13,"chr13:33971684-33997577",0.123054
,"Serpinb6a",13,"chr13:34009786-34094663",76.12995
,"1110046J04Rik",13,"chr13:34027900-34052050",0.942403
,"Nqo2",13,"chr13:34056527-34080334",6.408136
,"Ripk1",13,"chr13:34094742-34127039",16.827
,"Bphl",13,"chr13:34129509-34165943",10.1827
,"Tubb2a",13,"chr13:34166146-34169877",13.6956
,"4930447K03Rik",13,"chr13:34176023-34205141",0.648541
,"Tubb2b",13,"chr13:34218876-34222223",2.58632
,"Psmg4",13,"chr13:34254845-34270041",79.0596
,"Slc22a23",13,"chr13:34271026-34437051",2.15735
,"1300014I06Rik",13,"chr13:34719709-34744550",31.523
,"Fam50b",13,"chr13:34831510-34839491",0.069162
,"Prpf4b",13,"chr13:34967362-34994747",50.1892
,"1700026J04Rik",13,"chr13:35001832-35011861",0.154406
,"4933417A18Rik",13,"chr13:35016277-35045065",0
,"Eci3",13,"chr13:35038482-35055678",0.793987
,"Eci2",13,"chr13:35069616-35086013",60.663726
,"1700011B04Rik",13,"chr13:35273491-35279883",0.310914
,"Cdyl",13,"chr13:35751730-35965933",4.677467
,"Rpp40",13,"chr13:35986972-35998216",4.54319
,"Ppp1r3g",13,"chr13:36059774-36062257",0
,"Lyrm4",13,"chr13:36070665-36209226",7.39815
,"Fars2",13,"chr13:36209279-36629462",9.10712
,"Nrn1",13,"chr13:36817494-36826323",2.05546
,"F13a1",13,"chr13:36959046-37142113",5.925631
,"Ly86",13,"chr13:37437213-37510905",265.478
,"Rreb1",13,"chr13:37917906-38043874",6.505473
,"Ssr1",13,"chr13:38063269-38086059",19.7697
,"Cage1",13,"chr13:38097920-38128806",1.47186
,"Riok1",13,"chr13:38128857-38153302",18.8724
,"Dsp",13,"chr13:38243162-38290446",0.175352
,"Snrnp48",13,"chr13:38296807-38319532",25.112
,"Bmp6",13,"chr13:38437584-38591597",2.32127
,"Txndc5",13,"chr13:38592143-38620329",152.127
,"Muted",13,"chr13:38694574-38726978",9.54827
,"Eef1e1",13,"chr13:38737559-38750897",35.7634
,"Slc35b3",13,"chr13:39024008-39052744",18.585518
,"Ofcc1",13,"chr13:40097250-40383380",0
,"Tfap2a",13,"chr13:40811043-40829192",0.017352
,"Gcnt2",13,"chr13:40955136-41056261",5.294073
,"Pak1ip1",13,"chr13:41096378-41108402",45.336
,"Tmem14c",13,"chr13:41111618-41117951",66.3816
,"Mak",13,"chr13:41120488-41175075",0.111208
,"Gcm2",13,"chr13:41196795-41205357",0.143732
,"Elovl2",13,"chr13:41277750-41315772",0.139716
,"BC024659",13,"chr13:41345212-41371946",3.9759
,"Nedd9",13,"chr13:41405284-41582689",45.33513
,"Tmem170b",13,"chr13:41701584-41736726",7.08703
,"Gm5082",13,"chr13:41744811-41752146",0.108894
,"9530008L14Rik",13,"chr13:41858516-41942985",1.07974
,"Gm10790",13,"chr13:41961283-42008461",1.43219
,"Hivep1",13,"chr13:42147389-42280395",5.49962
,"Edn1",13,"chr13:42396638-42403358",0.68982
,"Phactr1",13,"chr13:42775991-43233881",0.703112
,"Tbc1d7",13,"chr13:43247108-43266870",5.12449
,"Gfod1",13,"chr13:43290887-43399541",1.83416
,"Sirt5",13,"chr13:43466084-43490572",5.05651
,"Nol7",13,"chr13:43493744-43498227",54.4013
,"Ranbp9",13,"chr13:43498041-43576342",19.5557
,"Ccdc90a",13,"chr13:43633774-43655560",9.59905
,"Rnf182",13,"chr13:43711165-43766313",0.184455
,"LOC622552",13,"chr13:43812159-43814407",0.028831
,"Cd83",13,"chr13:43880475-43898501",133.229
,"Gm5083",13,"chr13:44216535-44220548",0.215119
,"A330076C08Rik",13,"chr13:44288957-44311856",0.008872
,"1700029N11Rik",13,"chr13:44535095-44552936",0.212288
,"Jarid2",13,"chr13:44826142-45017012",15.023352
,"Dtnbp1",13,"chr13:45017448-45097465",20.8423
,"Mylip",13,"chr13:45485110-45507309",23.4817
,"Gmpr",13,"chr13:45602837-45641750",2.68713
,"Atxn1",13,"chr13:45645124-46060360",4.043627
,"Gm1574",13,"chr13:46369089-46395484",0.02652
,"Rbm24",13,"chr13:46513668-46526468",0.132412
,"Cap2",13,"chr13:46597271-46745650",0.601173
,"C78339",13,"chr13:46764890-46771142",9.11428
,"Nup153",13,"chr13:46775270-46823218",24.0844
,"Kif13a",13,"chr13:46844456-47025087",2.6745
,"Nhlrc1",13,"chr13:47107925-47110219",0.71367
,"Tpmt",13,"chr13:47118911-47138586",2.15584
,"Kdm1b",13,"chr13:47138907-47179982",9.80575
,"Dek",13,"chr13:47180135-47201589",72.8387
,"Rnf144b",13,"chr13:47218088-47343360",4.033625
,"G630093K05Rik",13,"chr13:48005803-48029670",0
,"4931429P17Rik",13,"chr13:48055698-48113977",0
,"Id4",13,"chr13:48356795-48359405",4.57162
,"A330048O09Rik",13,"chr13:48367786-48369253",0
,"Zfp169",13,"chr13:48583028-48608805",4.88717
,"Mirlet7d",13,"chr13:48631380-48631483",17.7688
,"Mirlet7f-1",13,"chr13:48633197-48633286",10.5195
,"Mirlet7a-1",13,"chr13:48633547-48633641",0
,"Ptpdc1",13,"chr13:48673240-48720942",2.0075
,"Barx1",13,"chr13:48758404-48761876",1.46115
,"Phf2",13,"chr13:48897118-48966254",7.89237
,"Fam120a",13,"chr13:48974585-49063197",33.7384
,"C030044B11Rik",13,"chr13:49063480-49065274",12.5822
,"Wnk2",13,"chr13:49131670-49243383",0.036006
,"Ninj1",13,"chr13:49282915-49291620",54.4361
,"1110007C09Rik",13,"chr13:49298319-49311395",23.0779
,"Susd3",13,"chr13:49326199-49344075",32.464491
,"Fgd3",13,"chr13:49358478-49404577",15.4381
,"Bicd2",13,"chr13:49436917-49482394",12.579062
,"Ippk",13,"chr13:49516679-49558359",5.99134
,"Cenpp",13,"chr13:49559427-49748100",4.03021
,"Ecm2",13,"chr13:49600178-49628158",1.578
,"Aspn",13,"chr13:49639811-49662931",1.054024
,"Omd",13,"chr13:49678115-49687978",0.586314
,"Ogn",13,"chr13:49703439-49719869",7.03074
,"Nol8",13,"chr13:49748718-49774384",16.1134
,"Iars",13,"chr13:49777498-49829636",9.15522
,"Gm906",13,"chr13:50340549-50345677",0
,"2310081J21Rik",13,"chr13:50357183-50358238",0
,"Fbxw17",13,"chr13:50513245-50529138",8.87801
,"Gm806",13,"chr13:50562675-50570724",0
,"Mir683-1",13,"chr13:50639994-50640103",0
,"Mir683-2",13,"chr13:50696340-50696449",0
,"Gm904",13,"chr13:50738596-50741207",0
,"2310081J21Rik",13,"chr13:50774538-50775593",0
,"Gm8765",13,"chr13:50793697-50798778",0
,"4930518P08Rik",13,"chr13:50848761-50860617",0
,"9430083A17Rik",13,"chr13:51193106-51196096",0.264975
,"Spin1",13,"chr13:51196266-51247915",19.62766
,"Nxnl2",13,"chr13:51266393-51270556",0.865166
,"S1pr3",13,"chr13:51503986-51518166",14.4012
,"Shc3",13,"chr13:51526410-51662453",0.02308
,"Cks2",13,"chr13:51740600-51746031",4.22716
,"Secisbp2",13,"chr13:51747082-51779015",15.1069
,"Sema4d",13,"chr13:51796616-51889013",20.7271
,"Gadd45g",13,"chr13:51942043-51943843",6.5589
,"4921525O09Rik",13,"chr13:52192109-52219529",0.360946
,"Diras2",13,"chr13:52599743-52626205",1.13956
,"Gm2848",13,"chr13:52665248-52668594",5.97606
,"Syk",13,"chr13:52678805-52744161",130.0235
,"BB123696",13,"chr13:52824738-52852574",0.007308
,"Auh",13,"chr13:52930478-53025046",10.3982
,"Nfil3",13,"chr13:53062577-53076408",1.84881
,"Ror2",13,"chr13:53204685-53381478",0.612652
