"gene_id","gene_name","chromosome","count","locus"
,"2810055F11Rik",12,21,"chr12:73174414-73186300"
,"Jkamp",12,82,"chr12:73186825-73202514"
,"4930403N07Rik",12,0,"chr12:73202278-73286016"
,"Rtn1",12,21,"chr12:73312738-73509926"
,"Lrrc9",12,1,"chr12:73542852-73611552"
,"1810048J11Rik",12,58,"chr12:73637343-73681200"
,"Dhrs7",12,35,"chr12:73751339-73765815"
,"Ppm1a",12,70,"chr12:73862197-73895927"
,"4930447C04Rik",12,0,"chr12:73982095-74018752"
,"Six6",12,0,"chr12:74040931-74045886"
,"Six1",12,1,"chr12:74142813-74147699"
,"Six4",12,0,"chr12:74201245-74214232"
,"Mnat1",12,19,"chr12:74224703-74374975"
,"Trmt5",12,43,"chr12:74381396-74387698"
,"Slc38a6",12,29,"chr12:74387834-74455032"
,"D830013O20Rik",12,0,"chr12:74465061-74510550"
,"Tmem30b",12,0,"chr12:74644100-74647382"
,"2210039B01Rik",12,0,"chr12:74649469-74652973"
,"Prkch",12,70,"chr12:74686027-74879171"
,"Hif1a",12,172,"chr12:75008853-75048517"
,"Snapc1",12,50,"chr12:75065516-75085807"
,"Syt16",12,0,"chr12:75098747-75368903"
,"1700086L19Rik",12,0,"chr12:75385262-75396937"
,"Dbpht2",12,0,"chr12:75398460-75401455"
,"Kcnh5",12,0,"chr12:75998203-76278319"
,"Rhoj",12,37,"chr12:76409299-76502442"
,"Gphb5",12,0,"chr12:76512706-76517768"
,"Ppp2r5e",12,118,"chr12:76551867-76697187"
,"Wdr89",12,61,"chr12:76731580-76770524"
,"Rplp2-ps1",12,0,"chr12:76731911-76732736"
,"Sgpp1",12,206,"chr12:76815234-76836716"
,"Syne2",12,274,"chr12:76919304-77211915"
,"Mir5101",12,0,"chr12:77010089-77010172"
,"Esr2",12,1,"chr12:77221405-77278246"
,"Tex21",12,0,"chr12:77299676-77347733"
,"Mthfd1",12,480,"chr12:77356218-77420807"
,"Akap5",12,214,"chr12:77425877-77435138"
,"Zbtb25",12,26,"chr12:77449886-77470547"
,"Zbtb1",12,404,"chr12:77471252-77489734"
,"Hspa2",12,10,"chr12:77505162-77507923"
,"Ppp1r36",12,0,"chr12:77518585-77540478"
,"Gm10451",12,1,"chr12:77545483-77549685"
,"Mir5135",12,0,"chr12:77634120-77634199"
,"Plekhg3",12,51,"chr12:77634546-77680026"
,"AI463170",12,0,"chr12:77647958-77648912"
,"Spnb1",12,2462,"chr12:77681474-77811534"
,"Churc1",12,39,"chr12:77866559-77884165"
,"Gpx2",12,0,"chr12:77893321-77896541"
,"Rab15",12,25,"chr12:77898949-77923511"
,"Fntb",12,53,"chr12:77938453-78022399"
,"Max",12,211,"chr12:78038255-78063235"
,"Fut8",12,140,"chr12:78339090-78576983"
,"Gphn",12,27,"chr12:79327641-79785756"
,"Fam71d",12,1,"chr12:79792521-79835506"
,"Mpp5",12,75,"chr12:79849933-79941700"
,"Atp6v1d",12,118,"chr12:79943968-79962625"
,"Eif2s1",12,116,"chr12:79963058-79987997"
,"Plek2",12,109,"chr12:79989683-80007925"
,"Tmem229b",12,19,"chr12:80062781-80108264"
,"Plekhh1",12,6.87909,"chr12:80130149-80182642"
,"Pigh",12,75.1209,"chr12:80181657-80190657"
,"Arg2",12,0,"chr12:80231774-80257288"
,"Vti1b",12,171,"chr12:80257003-80273445"
,"Rdh11",12,62,"chr12:80276537-80292806"
,"Rdh12",12,7,"chr12:80309900-80323648"
,"Zfyve26",12,178,"chr12:80333333-80397269"
,"Rad51l1",12,14,"chr12:80398268-80915677"
,"Zfp36l1",12,17,"chr12:81208746-81214000"
,"2310015A10Rik",12,103,"chr12:81221532-81233831"
,"Actn1",12,183,"chr12:81268528-81361358"
,"Dcaf5",12,114,"chr12:81436833-81537588"
,"Mir1843",12,0,"chr12:81492599-81492664"
,"Scarna3b",12,0,"chr12:81492600-81492724"
,"Exd2",12,53,"chr12:81564081-81599122"
,"2310002D06Rik",12,0,"chr12:81608192-81618941"
,"Galntl1",12,5,"chr12:81619976-81704883"
,"Erh",12,0,"chr12:81735009-81744848"
,"Slc39a9",12,202,"chr12:81745201-81784329"
,"0610009B14Rik",12,0,"chr12:81787361-81793453"
,"3830431G21Rik",12,0,"chr12:81793587-81825203"
,"Gm1568",12,0,"chr12:81856433-81861702"
,"4933426M11Rik",12,255,"chr12:81891518-81981820"
,"1700052I22Rik",12,0,"chr12:82024418-82025434"
,"Gm20337",12,21,"chr12:82043638-82046386"
,"Srsf5",12,69,"chr12:82046490-82051494"
,"Slc10a1",12,10,"chr12:82054171-82069066"
,"Smoc1",12,1,"chr12:82127794-82287401"
,"Mir3067",12,0,"chr12:82267137-82267221"
,"Slc8a3",12,0,"chr12:82298901-82434167"
,"Gm4787",12,0,"chr12:82477977-82480473"
,"Adam4",12,0,"chr12:82520535-82522865"
,"Cox16",12,63,"chr12:82571690-82586097"
,"Synj2bp",12,39,"chr12:82593180-82633894"
,"Adam21",12,0,"chr12:82659570-82669461"
,"Med6",12,45,"chr12:82674550-82695945"
,"Ttc9",12,1,"chr12:82732355-82765928"
,"Map3k9",12,5,"chr12:82815936-82882157"
,"Pcnx",12,107,"chr12:82961016-83101911"
,"Sipa1l1",12,119,"chr12:83271002-83552771"
,"Rgs6",12,1,"chr12:83718024-84259799"
,"1700085C21Rik",12,0,"chr12:84033506-84040142"
,"Dpf3",12,6,"chr12:84370184-84828658"
,"Dcaf4",12,47,"chr12:84861415-84882942"
,"Zfyve1",12,120,"chr12:84887890-84938097"
,"Rbm25",12,373,"chr12:84973183-85024073"
,"Psen1",12,168,"chr12:85029512-85076149"
,"Papln",12,13,"chr12:85104583-85133334"
,"Numb",12,19,"chr12:85136388-85183293"
,"2410016O06Rik",12,78,"chr12:85291557-85293903"
,"Acot2",12,86,"chr12:85328810-85334825"
,"Acot1",12,10,"chr12:85350451-85358619"
,"Acot4",12,1,"chr12:85379328-85385673"
,"Acot3",12,0,"chr12:85393100-85400514"
,"Acot5",12,0,"chr12:85410274-85416969"
,"Acot6",12,3,"chr12:85441603-85450733"
,"Dnalc1",12,15,"chr12:85455277-85484460"
,"Pnma1",12,4,"chr12:85487080-85489439"
,"C130039O16Rik",12,320,"chr12:85490122-85559831"
,"Ptgr2",12,240,"chr12:85626245-85656782"
,"Zfp410",12,137,"chr12:85657808-85685389"
,"Fam161b",12,16,"chr12:85686266-85702771"
,"Coq6",12,75,"chr12:85702917-85714746"
,"Entpd5",12,146,"chr12:85714806-85749979"
,"2900006K08Rik",12,4,"chr12:85750017-85774730"
,"Aldh6a1",12,52,"chr12:85771667-85791900"
,"Rnf113a2",12,67,"chr12:85758149-85759528"
,"Lin52",12,13,"chr12:85792457-85872483"
,"Vsx2",12,1,"chr12:85910801-85936407"
,"Abcd4",12,14,"chr12:85943480-85958416"
,"Vrtn",12,0,"chr12:85981968-85992405"
,"Tmem90a",12,0,"chr12:86018227-86039757"
,"Npc2",12,583,"chr12:86095508-86114062"
,"Isca2",12,149,"chr12:86114219-86116039"
,"Ltbp2",12,38,"chr12:86124161-86217445"
,"D030025P21Rik",12,0,"chr12:86216751-86220705"
,"1110018G07Rik",12,525,"chr12:86259098-86311836"
,"Fcf1",12,3,"chr12:86311879-86324253"
,"Ylpm1",12,104,"chr12:86337270-86411465"
,"Prox2",12,9,"chr12:86427763-86447381"
,"Dlst",12,717,"chr12:86451782-86475041"
,"Rps6kl1",12,5,"chr12:86476545-86492214"
,"Pgf",12,2,"chr12:86507590-86518235"
,"Eif2b2",12,69,"chr12:86560462-86567578"
,"Mlh3",12,93,"chr12:86575469-86611514"
,"Acyp1",12,30,"chr12:86613347-86621385"
,"Fam164c",12,5,"chr12:86629540-86640308"
,"Nek9",12,224,"chr12:86640463-86680312"
,"Tmed10",12,154,"chr12:86681563-86715667"
,"Fos",12,7,"chr12:86814850-86818219"
,"Jdp2",12,14,"chr12:86940054-86980828"
,"Batf",12,16,"chr12:87027669-87050037"
,"Mfsd7c",12,3,"chr12:87087488-87154535"
,"0610007P14Rik",12,62,"chr12:87156404-87165495"
,"Ttll5",12,45,"chr12:87165899-87394710"
,"Tgfb3",12,16,"chr12:87397692-87419991"
,"1700019E19Rik",12,4,"chr12:87423510-87503409"
,"Gm805",12,0,"chr12:87510290-87536052"
,"1700020O03Rik",12,117,"chr12:87582827-87632318"
,"Esrrb",12,0,"chr12:87702066-87862578"
,"Vash1",12,32,"chr12:88019649-88036631"
,"Angel1",12,30,"chr12:88041451-88067410"
,"Gm6772",12,0,"chr12:88075318-88104745"
,"6430527G18Rik",12,47,"chr12:88221652-88225764"
,"2310044G17Rik",12,183,"chr12:88287992-88306314"
,"Zdhhc22",12,0,"chr12:88324330-88329626"
,"Tmem63c",12,0,"chr12:88367513-88430989"
,"Ngb",12,3,"chr12:88438480-88443489"
,"Pomt2",12,31.0003,"chr12:88447815-88488852"
,"Gstz1",12,62.9997,"chr12:88488114-88505673"
,"Tmed8",12,349,"chr12:88507191-88541179"
,"4933437F05Rik",12,0,"chr12:88562072-88579551"
,"Vipar",12,140,"chr12:88579824-88607236"
,"Ahsa1",12,269,"chr12:88607677-88614902"
,"Sptlc2",12,70,"chr12:88648838-88729180"
,"Alkbh1",12,126.977,"chr12:88769027-88784789"
,"Nrp",12,12.2111,"chr12:88783797-88784967"
,"Snw1",12,225,"chr12:88790859-88813249"
,"1810035L17Rik",12,93.8116,"chr12:88784845-88790874"
,"Mir3068",12,0,"chr12:88778628-88778707"
,"Gm8300",12,0,"chr12:88855265-88859215"
,"Oog1",12,0,"chr12:88943637-88949795"
,"BB287469",12,0,"chr12:88959817-88963905"
,"Gm4027",12,0,"chr12:88959858-88963093"
,"Gm16381",12,0,"chr12:88985074-88989933"
,"BB287469",12,0,"chr12:89055024-89059124"
,"Gm16381",12,0,"chr12:89080291-89085164"
,"Gm1995",12,0,"chr12:89099797-89104138"
,"Gm2016",12,0,"chr12:89112519-89116307"
,"Gm2022",12,0,"chr12:89131277-89135166"
,"Oog1",12,0,"chr12:89192946-89199120"
,"Gm10436",12,0,"chr12:89414032-89420338"
,"Gm5662",12,0,"chr12:89509079-89512941"
,"Gm7104",12,0,"chr12:89521310-89525514"
,"Gm5039",12,0,"chr12:89558565-89560206"
,"Adck1",12,20,"chr12:89599244-89700162"
,"3200001D21Rik",12,0,"chr12:89603757-89615767"
,"Nrxn3",12,0,"chr12:89961319-91573373"
,"Dio2",12,13,"chr12:91962991-91976878"
,"4930534B04Rik",12,427,"chr12:92236931-92622849"
,"5430427M07Rik",12,0,"chr12:92284287-92295075"
,"Bc1",12,0,"chr12:92439828-92786285"
,"Tshr",12,0,"chr12:92639432-92778949"
,"Gtf2a1",12,99,"chr12:92793701-92828927"
,"Ston2",12,74,"chr12:92871448-93024876"
,"Sel1l",12,364,"chr12:93044482-93087597"
,"Flrt2",12,58,"chr12:96930435-97023423"
,"1700019M22Rik",12,0,"chr12:97284828-97285432"
,"Galc",12,30,"chr12:99440509-99497547"
,"Gpr65",12,116,"chr12:99506866-99514842"
,"Kcnk10",12,1,"chr12:99672203-99816150"
,"Spata7",12,12,"chr12:99866393-99908024"
,"Ptpn21",12,35,"chr12:99914950-99975615"
,"Zc3h14",12,70.5009,"chr12:99985177-100025984"
,"Eml5",12,28.4991,"chr12:100024813-100139694"
,"Ttc8",12,8,"chr12:100158783-100221448"
,"4930474N09Rik",12,0,"chr12:100399486-100401018"
,"Foxn3",12,16,"chr12:100433303-100688284"
,"1700064M15Rik",12,0,"chr12:100864262-100866184"
,"2610021K21Rik",12,5,"chr12:100955740-101121652"
,"Tdp1",12,63,"chr12:101122724-101193426"
,"Kcnk13",12,49,"chr12:101202708-101300892"
,"Psmc1",12,126,"chr12:101350540-101361574"
,"BC002230",12,69,"chr12:101363661-101397863"
,"Gm10433",12,2,"chr12:101426177-101431748"
,"Calm1",12,718,"chr12:101437750-101448016"
,"Gm10432",12,0,"chr12:101514818-101539118"
,"Ttc7b",12,52,"chr12:101538979-101759032"
,"Rps6ka5",12,32,"chr12:101787987-101963238"
,"9030617O03Rik",12,16,"chr12:102017332-102110820"
,"Gpr68",12,26,"chr12:102114891-102146408"
,"Ccdc88c",12,254,"chr12:102150909-102267193"
,"Mir1190",12,0,"chr12:102259882-102260003"
,"Smek1",12,189.233,"chr12:102277618-102321912"
,"D130020L05Rik",12,2.76678,"chr12:102320660-102327137"
,"Kif4-ps",12,0,"chr12:102383818-102387483"
,"Catsperb",12,1,"chr12:102642882-102864219"
,"Tc2n",12,3,"chr12:102886811-102956712"
,"Fbln5",12,167,"chr12:102984774-103057265"
,"Trip11",12,112,"chr12:103075581-103151381"
,"Atxn3",12,217,"chr12:103157110-103196453"
,"Cpsf2",12,281,"chr12:103214183-103244203"
,"Slc24a4",12,0,"chr12:103367628-103504959"
,"Rin3",12,110,"chr12:103521283-103629064"
,"Lgmn",12,856,"chr12:103632307-103677907"
,"Golga5",12,223,"chr12:103707343-103736117"
,"Chga",12,40,"chr12:103793178-103803237"
,"Itpk1",12,70,"chr12:103806792-103943079"
,"Mir1936",12,0,"chr12:103923137-103923230"
,"Moap1",12,0.00166684,"chr12:103978039-103981871"
,"Gm20604",12,25.6495,"chr12:103978039-103996020"
,"AK010878",12,34.3488,"chr12:103991484-103996020"
,"D230037D09Rik",12,46,"chr12:103981969-103983607"
,"Ubr7",12,360,"chr12:103996184-104015911"
,"Btbd7",12,52,"chr12:104022857-104116616"
,"Cox8c",12,0,"chr12:104137515-104138744"
,"Unc79",12,3,"chr12:104187068-104422207"
,"Prima1",12,0,"chr12:104435117-104480356"
,"Fam181a",12,0,"chr12:104553168-104555275"
,"Asb2",12,127,"chr12:104559351-104594211"
,"Otub2",12,89,"chr12:104615103-104644560"
,"Ddx24",12,0,"chr12:104646185-104664077"
,"Ifi27l1",12,63,"chr12:104672398-104678455"
,"Ifi27l2a",12,58,"chr12:104680376-104681890"
,"Ifi27l2b",12,0,"chr12:104689107-104695433"
,"Ppp4r4",12,1,"chr12:104770774-104852042"
,"Serpina10",12,20,"chr12:104854884-104869615"
,"Serpina6",12,0,"chr12:104884841-104895281"
,"Serpina1f",12,0,"chr12:104926253-104933739"
,"Serpina1b",12,2,"chr12:104966365-104976399"
,"Serpina1d",12,0,"chr12:105001796-105011843"
,"Serpina1a",12,0,"chr12:105091504-105101829"
,"Serpina1c",12,0,"chr12:105133135-105143160"
,"Serpina1e",12,1,"chr12:105185141-105195107"
,"Serpina11",12,0,"chr12:105218452-105228167"
,"Serpina9",12,0,"chr12:105234829-105251862"
,"Serpina12",12,0,"chr12:105266978-105282653"
,"Serpina4-ps1",12,1,"chr12:105316168-105325130"
,"Serpina5",12,0,"chr12:105339322-105344347"
,"Serpina3a",12,0,"chr12:105350933-105360106"
,"Serpina3b",12,0,"chr12:105366205-105377755"
,"Serpina3c",12,0,"chr12:105385116-105392082"
,"Serpina3f",12,149,"chr12:105452753-105459339"
,"Serpina3g",12,0,"chr12:105452753-105480144"
,"Serpina3h",12,10,"chr12:105486105-105492615"
,"Serpina3i",12,135,"chr12:105501331-105507575"
,"Serpina3j",12,0,"chr12:105552779-105558796"
,"Serpina3k",12,2,"chr12:105576695-105583949"
,"Serpina3m",12,0,"chr12:105625373-105632467"
,"Serpina3n",12,156,"chr12:105644917-105652539"
,"Gsc",12,0,"chr12:105709418-105711446"
,"Dicer1",12,237,"chr12:105925951-105990162"
,"Clmn",12,76,"chr12:106001323-106103286"
,"4831426I19Rik",12,75,"chr12:106168158-106248019"
,"Snhg10",12,18,"chr12:106268826-106270489"
,"Mir3069",12,1.78467,"chr12:106269286-106269351"
,"Scarna13",12,8.21533,"chr12:106269286-106269559"
,"Glrx5",12,670,"chr12:106270898-106279120"
,"Tcl1b2",12,0,"chr12:106385242-106393435"
,"Tcl1b1",12,0,"chr12:106397913-106404835"
,"Tcl1b5",12,0,"chr12:106414567-106419355"
,"Tcl1b3",12,0,"chr12:106429254-106433609"
,"Tcl1b4",12,0,"chr12:106440631-106445203"
,"Tcl1",12,0,"chr12:106454964-106460947"
,"2810011L19Rik",12,0,"chr12:106574803-106622142"
,"Gm2721",12,0,"chr12:106633065-106641970"
,"D430019H16Rik",12,3,"chr12:106692065-106731305"
,"Bdkrb2",12,0,"chr12:106801381-106831281"
,"Bdkrb1",12,0,"chr12:106842300-106843638"
,"Atg2b",12,291,"chr12:106851748-106923451"
,"4933433P14Rik",12,57,"chr12:106923561-106941267"
,"Ak7",12,0,"chr12:106944191-107020657"
,"Papola",12,469,"chr12:107022911-107077153"
,"Vrk1",12,321,"chr12:107248472-107315620"
,"1700121N20Rik",12,0,"chr12:107680861-107685876"
,"4933406K04Rik",12,0,"chr12:107923816-107954534"
,"4930465M20Rik",12,0,"chr12:108961952-108973698"
,"Bcl11b",12,24,"chr12:109148612-109241624"
,"Setd3",12,5,"chr12:109344640-109417494"
,"Ccnk",12,75,"chr12:109417947-109441569"
,"Ccdc85c",12,0,"chr12:109444554-109513627"
,"Hhipl1",12,2,"chr12:109544479-109566510"
,"Cyp46a1",12,3,"chr12:109572590-109600444"
,"Eml1",12,32.7802,"chr12:109648864-109777774"
,"Gm16596",12,3.21997,"chr12:109774611-109793828"
,"Evl",12,50.9998,"chr12:109792929-109926725"
,"Degs2",12,77.0001,"chr12:109925001-109940516"
,"Yy1",12,86,"chr12:110031520-110054842"
,"Slc25a29",12,6,"chr12:110064087-110074086"
,"Mir345",12,0,"chr12:110075182-110075278"
,"Slc25a47",12,0,"chr12:110089338-110095025"
,"Wars",12,458,"chr12:110098239-110132384"
,"Wdr25",12,31,"chr12:110132481-110266662"
,"Begain",12,3,"chr12:110270391-110306427"
,"Dlk1",12,0,"chr12:110691032-110701546"
,"Meg3",12,0,"chr12:110779205-110809939"
,"Mir1906-1",12,0,"chr12:110782750-110782830"
,"Mir770",12,0,"chr12:110801901-110801995"
,"Mir673",12,0,"chr12:110810199-110810290"
,"Mir493",12,0,"chr12:110818442-110818525"
,"Mir337",12,0,"chr12:110823998-110824095"
,"Mir540",12,0,"chr12:110824289-110824356"
,"Mir665",12,0,"chr12:110824523-110824617"
,"Mir3070a",12,0,"chr12:110826152-110826241"
,"Mir3070b",12,0,"chr12:110826801-110826890"
,"Rtl1",12,0,"chr12:110828378-110833613"
,"Mir3071",12,0,"chr12:110833527-110833607"
,"Mir431",12,0,"chr12:110828656-110828747"
,"6430411K18Rik",12,0,"chr12:110829746-110831063"
,"Mir433",12,0,"chr12:110829924-110830048"
,"Mir127",12,0,"chr12:110831055-110831125"
,"Mir434",12,0,"chr12:110832715-110832809"
,"Mir432",12,0,"chr12:110833165-110833240"
,"Mir136",12,0,"chr12:110833536-110833598"
,"Rian",12,0,"chr12:110842154-110899921"
,"Mir341",12,0,"chr12:110849709-110849805"
,"Mir1188",12,0,"chr12:110850031-110850151"
,"Mir370",12,0,"chr12:110856467-110856546"
,"AF357425",12,0,"chr12:110874221-110874290"
,"AF357426",12,0,"chr12:110881047-110881114"
,"LOC100861570",12,0,"chr12:110887826-110887897"
,"AF357359",12,0,"chr12:110888918-110888948"
,"LOC100861571",12,0,"chr12:110889633-110889705"
,"AF357355",12,0,"chr12:110892836-110892907"
,"LOC100861572",12,0,"chr12:110894554-110894625"
,"Mir882",12,0,"chr12:110920406-110920483"
,"Mir379",12,0,"chr12:110947269-110947335"
,"Mir411",12,0,"chr12:110948384-110948466"
,"Mir299",12,0,"chr12:110948847-110948910"
,"Mir380",12,0,"chr12:110950012-110950073"
,"Mir1197",12,0,"chr12:110950526-110950646"
,"Mir323",12,0,"chr12:110950717-110950803"
,"Mir758",12,0,"chr12:110951019-110951100"
,"Mir329",12,0,"chr12:110951690-110951787"
,"Mir494",12,0,"chr12:110953527-110953612"
,"Mir679",12,0,"chr12:110953786-110953860"
,"Mir1193",12,0,"chr12:110953880-110954001"
,"Mir666",12,0,"chr12:110955294-110955393"
,"Mir543",12,0,"chr12:110955467-110955543"
,"Mir495",12,0,"chr12:110956963-110957026"
,"Mir667",12,0,"chr12:110958215-110958307"
,"Mir376c",12,0,"chr12:110960927-110961012"
,"Mir654",12,0,"chr12:110961427-110961511"
,"Mir376b",12,0,"chr12:110961667-110961749"
,"Mir376a",12,0,"chr12:110961990-110962058"
,"Mir300",12,0,"chr12:110962522-110962601"
,"Mir381",12,0,"chr12:110965031-110965106"
,"Mir487b",12,0,"chr12:110965542-110965624"
,"Mir539",12,0,"chr12:110966338-110966412"
,"Mir382",12,0,"chr12:110971980-110972056"
,"Mir134",12,0,"chr12:110972348-110972419"
,"Mir668",12,0,"chr12:110972941-110973007"
,"Mir485",12,0,"chr12:110973111-110973184"
,"Mirg",12,0,"chr12:110973190-110987667"
,"Mir412",12,0,"chr12:110981498-110981578"
,"Mir369",12,0,"chr12:110981627-110981706"
,"Mir410",12,0,"chr12:110981924-110982005"
,"Mir453",12,0,"chr12:110973828-110973910"
,"Mir154",12,0,"chr12:110976642-110976708"
,"Mir496",12,0,"chr12:110977328-110977407"
,"Mir377",12,0,"chr12:110978719-110978787"
,"Mir541",12,0,"chr12:110980618-110980708"
,"Mir409",12,0,"chr12:110981367-110981446"
,"Mir3072",12,0,"chr12:110986087-110986170"
,"3110009F21Rik",12,0,"chr12:111389863-111396283"
,"Dio3os",12,2,"chr12:111513594-111516278"
,"Mir1247",12,0,"chr12:111516257-111516339"
,"Dio3",12,1,"chr12:111517439-111519307"
,"Ppp2r5c",12,597,"chr12:111685388-111821271"
,"B930059L03Rik",12,1,"chr12:111829583-111830889"
,"Dync1h1",12,797,"chr12:111839604-111905154"
,"1700001K19Rik",12,0,"chr12:111905898-111920829"
,"Hsp90aa1",12,1,"chr12:111929245-111934605"
,"Wdr20a",12,1,"chr12:111976158-112033238"
,"Stk30",12,1,"chr12:112046007-112079149"
,"Zfp839",12,26,"chr12:112088488-112108208"
,"Cinp",12,50,"chr12:112110819-112127355"
,"Tecpr2",12,78,"chr12:112127473-112210604"
,"Ankrd9",12,29,"chr12:112213562-112217231"
,"6030440G07Rik",12,0,"chr12:112232607-112252082"
,"Rcor1",12,72,"chr12:112278008-112351597"
,"Traf3",12,167,"chr12:112404758-112505359"
,"Amn",12,0,"chr12:112509321-112514637"
,"Cdc42bpb",12,112,"chr12:112531182-112615929"
,"A230065H16Rik",12,1,"chr12:112645019-112650288"
,"1200009I06Rik",12,24,"chr12:112655640-112669394"
,"Tnfaip2",12,1115,"chr12:112680871-112693229"
,"Gm266",12,2,"chr12:112722819-112724034"
,"Eif5",12,327,"chr12:112776311-112784964"
,"Snora28",12,6.00034,"chr12:112779156-112779277"
,"2810029C07Rik",12,1,"chr12:112810527-112812613"
,"Mark3",12,166,"chr12:112812720-112894438"
,"Ckb",12,2,"chr12:112907565-112910549"
,"Trmt61a",12,64,"chr12:112916315-112922113"
,"Bag5",12,122,"chr12:112947703-112951467"
,"2810002N01Rik",12,69,"chr12:112951479-112993266"
,"Klc1",12,129,"chr12:112997059-113044986"
,"Xrcc3",12,79,"chr12:113041403-113052052"
,"Zfyve21",12,44,"chr12:113052380-113066599"
,"Ppp1r13b",12,37,"chr12:113066668-113146266"
,"5033406O09Rik",12,1,"chr12:113180201-113182693"
,"2010107E04Rik",12,131,"chr12:113199586-113205188"
,"Tdrd9",12,6,"chr12:113209769-113307065"
,"BC048943",12,0,"chr12:113217533-113218962"
,"Aspg",12,0,"chr12:113344893-113365784"
,"Mir3073",12,0,"chr12:113347448-113347533"
,"Mir203",12,0,"chr12:113369090-113369166"
,"Kif26a",12,9,"chr12:113384418-113419958"
,"A730018C14Rik",12,0,"chr12:113649233-113661409"
,"B020018J22Rik",12,0,"chr12:113666494-113673549"
,"A530016L24Rik",12,8,"chr12:113727658-113738138"
,"Tmem179",12,3,"chr12:113738394-113749371"
,"Inf2",12,107,"chr12:113826994-113853768"
,"Adssl1",12,4,"chr12:113858257-113879566"
,"Siva1",12,43,"chr12:113883038-113887363"
,"Akt1",12,354,"chr12:113892031-113912487"
,"Zbtb42",12,8,"chr12:113917050-113920958"
,"AW555464",12,19,"chr12:113960384-113984802"
,"Pld4",12,337,"chr12:113998865-114007197"
,"BC022687",12,8,"chr12:114047185-114054456"
,"Cdca4",12,174,"chr12:114058445-114067600"
,"Gpr132",12,81,"chr12:114089086-114099127"
,"Jag2",12,2,"chr12:114146800-114167706"
,"Nudt14",12,17,"chr12:114172943-114180329"
,"Brf1",12,130,"chr12:114198072-114238832"
,"Btbd6",12,12.9998,"chr12:114214692-114217151"
,"Pacs2",12,209,"chr12:114252718-114312612"
,"Tex22",12,0,"chr12:114312712-114327125"
,"Mta1",12,71,"chr12:114336488-114375417"
,"Crip2",12,44,"chr12:114378446-114383717"
,"Crip1",12,149,"chr12:114390222-114392090"
,"4930427A07Rik",12,63,"chr12:114394631-114403669"
,"Tmem121",12,0,"chr12:114424113-114427733"
,"Adam6b",12,7,"chr12:114727775-114730046"
,"Adam6a",12,0,"chr12:114782118-114784625"
,"Zfp386",12,83,"chr12:117285934-117299062"
,"Vipr2",12,0,"chr12:117316195-117384734"
,"Wdr60",12,42,"chr12:117445522-117501498"
,"Esyt2",12,226,"chr12:117519694-117611571"
,"D430020J02Rik",12,44,"chr12:117640419-117643634"
,"Ncapg2",12,1078,"chr12:117643874-117702004"
,"Ptprn2",12,0,"chr12:117724192-118516640"
,"Gm10421",12,0,"chr12:118382995-118389742"
,"Gm5441",12,0,"chr12:118472993-118575485"
,"Mir153",12,0,"chr12:118489289-118489358"
,"Rapgef5",12,41,"chr12:118754951-118995451"
,"Cdca7l",12,167,"chr12:119082333-119117179"
,"Dnahc11",12,0,"chr12:119116454-119437516"
,"Sp4",12,235,"chr12:119473405-119539913"
,"D230030E09Rik",12,0,"chr12:119756769-119768666"
,"Sp8",12,0,"chr12:120084801-120091051"
,"Abcb5",12,0,"chr12:120106296-120204894"
,"Itgb8",12,1,"chr12:120401275-120476749"
,"Macc1",12,0,"chr12:120681882-120705405"
,"Tmem196",12,0,"chr12:121184434-121257179"
,"Speer6-ps1",13,0,"chr13:3148720-3188924"
,"2810429I04Rik",13,0,"chr13:3477548-3491644"
,"1700024F13Rik",13,0,"chr13:3497295-3500639"
,"Gdi2",13,79,"chr13:3537320-3565507"
,"BC016423",13,251,"chr13:3565280-3610354"
,"Asb13",13,41,"chr13:3633321-3651025"
,"Calml3",13,0,"chr13:3802138-3803564"
,"Calm4",13,0,"chr13:3837002-3837917"
,"Calm5",13,0,"chr13:3853418-3854007"
,"Net1",13,30,"chr13:3881808-3917466"
,"Tubal3",13,0,"chr13:3923940-3934523"
,"Ucn3",13,0,"chr13:3939933-3944595"
,"Akr1c14",13,3,"chr13:4058836-4089668"
,"Akr1c18",13,0,"chr13:4131872-4149877"
,"Akr1c13",13,17,"chr13:4190432-4204849"
,"Akr1c19",13,3,"chr13:4232985-4247605"
,"Marcksl1-ps4",13,2,"chr13:4247980-4249023"
