"gene_id","gene_name","chromosome","count","locus"
,"Utp23",15,205,"chr15:51708986-51716168"
,"Rad21",15,1261,"chr15:51794149-51823306"
,"Aard",15,3,"chr15:51871652-51877269"
,"Slc30a8",15,0,"chr15:52127107-52167288"
,"Med30",15,218,"chr15:52543999-52561986"
,"Ext1",15,99,"chr15:52899817-53177738"
,"Samd12",15,0,"chr15:53293355-53733991"
,"Tnfrsf11b",15,8,"chr15:54082173-54110039"
,"Colec10",15,0,"chr15:54242328-54297913"
,"Mal2",15,1,"chr15:54402920-54434401"
,"Nov",15,4,"chr15:54577482-54585316"
,"Enpp2",15,1252,"chr15:54670452-54751701"
,"Taf2",15,485,"chr15:54846683-54903707"
,"Dscc1",15,41,"chr15:54907655-54922033"
,"Gm9920",15,3.00008,"chr15:54931471-54945137"
,"Deptor",15,31.9999,"chr15:54944037-55085757"
,"Col14a1",15,741,"chr15:55139304-55352358"
,"Mrpl13",15,261,"chr15:55365649-55388867"
,"Mtbp",15,174,"chr15:55388962-55457978"
,"Sntb1",15,32,"chr15:55470708-55738504"
,"Has2",15,22,"chr15:56497181-56526101"
,"Has2as",15,0,"chr15:56521498-56526015"
,"Slc22a22",15,0,"chr15:57075325-57309180"
,"Zhx2",15,153,"chr15:57526221-57671387"
,"Derl1",15,569,"chr15:57701056-57723973"
,"Wdr67",15,135,"chr15:57743753-57801623"
,"Fam83a",15,1,"chr15:57817457-57842257"
,"9130401M01Rik",15,323,"chr15:57853826-57865849"
,"Zhx1",15,605,"chr15:57878557-57908044"
,"Atad2",15,486,"chr15:57925601-57966637"
,"Wdyhv1",15,222,"chr15:57972990-57990209"
,"Fbxo32",15,225,"chr15:58007433-58046447"
,"Klhl38",15,1,"chr15:58146127-58155724"
,"Anxa13",15,0,"chr15:58173018-58220829"
,"D15Ertd621e",15,1050,"chr15:58247022-58289356"
,"Tmem65",15,329,"chr15:58613823-58654982"
,"Trmt12",15,90,"chr15:58704203-58708336"
,"Rnf139",15,360,"chr15:58720783-58733945"
,"Tatdn1",15,73,"chr15:58721707-58765285"
,"Ndufb9",15,414,"chr15:58765364-58771044"
,"Mtss1",15,845,"chr15:58772788-58913581"
,"Zfp572",15,0,"chr15:59138502-59143568"
,"Sqle",15,215,"chr15:59146646-59162748"
,"E430025E21Rik",15,414,"chr15:59163551-59205707"
,"Nsmce2",15,104,"chr15:59205752-59433239"
,"Trib1",15,141,"chr15:59480208-59488654"
,"Gm19510",15,2,"chr15:59619971-59626514"
,"4933412E24Rik",15,0,"chr15:59846420-59848173"
,"Fam84b",15,245.312,"chr15:60650550-60656635"
,"9930014A18Rik",15,16.688,"chr15:60654519-60662955"
,"A1bg",15,1,"chr15:60749143-60752825"
,"D030024E09Rik",15,0,"chr15:61530838-61606006"
,"Myc",15,360,"chr15:61816895-61821916"
,"Pvt1",15,146,"chr15:61869541-62082530"
,"H2afy3",15,3,"chr15:62049095-62051006"
,"LOC432958",15,0,"chr15:63245951-63311163"
,"Gsdmc",15,0,"chr15:63607525-63640294"
,"1700065I16Rik",15,0,"chr15:63648742-63651095"
,"Gsdmc2",15,0,"chr15:63655900-63676731"
,"Gsdmcl1",15,0,"chr15:63678863-63682497"
,"Gsdmc3",15,0,"chr15:63689279-63710113"
,"Gsdmc4",15,0,"chr15:63722819-63743852"
,"Gsdmcl-ps",15,0,"chr15:63746015-63757008"
,"Fam49b",15,592,"chr15:63760648-63892010"
,"Asap1",15,263,"chr15:63920100-64214481"
,"Adcy8",15,0,"chr15:64530596-64753858"
,"Efr3a",15,832,"chr15:65618602-65705374"
,"Oc90",15,0,"chr15:65707614-65743849"
,"Hhla1",15,0,"chr15:65754004-65808366"
,"Kcnq3",15,0,"chr15:65826476-66117786"
,"Lrrc6",15,0,"chr15:66211419-66332472"
,"Tmem71",15,920,"chr15:66357773-66392608"
,"Phf20l1",15,943,"chr15:66409133-66476817"
,"Tg",15,54.0001,"chr15:66502331-66682282"
,"Sla",15,2133,"chr15:66612425-66663391"
,"Wisp1",15,39,"chr15:66722954-66754761"
,"Ndrg1",15,521,"chr15:66760879-66801203"
,"St3gal1",15,1204,"chr15:66934436-67008444"
,"1700012I11Rik",15,1,"chr15:67058330-67208656"
,"Zfat",15,36,"chr15:67915299-68090418"
,"Mir30b",15,0,"chr15:68168976-68169072"
,"Mir30d",15,0,"chr15:68172769-68172851"
,"Khdrbs3",15,61,"chr15:68758849-68923948"
,"Gm19782",15,0,"chr15:69754662-69908634"
,"Fam135b",15,0,"chr15:71276107-71558268"
,"Col22a1",15,5,"chr15:71628905-71864657"
,"Kcnk9",15,0,"chr15:72342548-72376709"
,"Trappc9",15,117,"chr15:72420049-72891634"
,"Peg13",15,2,"chr15:72636029-72640754"
,"Chrac1",15,284,"chr15:72920841-72924505"
,"Eif2c2",15,263,"chr15:72932054-73015377"
,"Ptk2",15,169,"chr15:73035534-73253621"
,"Dennd3",15,629,"chr15:73342989-73402672"
,"Slc45a4",15,151,"chr15:73410720-73455174"
,"Gpr20",15,4,"chr15:73525036-73537935"
,"Ptp4a3",15,1593,"chr15:73553574-73589196"
,"Gm628",15,0,"chr15:73617365-73670101"
,"Bai1",15,1,"chr15:74346625-74419894"
,"1700016M24Rik",15,0,"chr15:74436457-74466748"
,"Arc",15,18,"chr15:74499512-74503000"
,"Jrk",15,56,"chr15:74532841-74539752"
,"4933427E11Rik",15,1,"chr15:74539590-74540804"
,"Psca",15,4,"chr15:74545268-74547495"
,"4930572J05Rik",15,118,"chr15:74551663-74554803"
,"Slurp1",15,5,"chr15:74557073-74558456"
,"Lypd2",15,2,"chr15:74562681-74564743"
,"2300005B03Rik",15,1,"chr15:74573268-74577117"
,"Lynx1",15,765,"chr15:74578285-74583409"
,"Ly6d",15,793,"chr15:74592485-74593997"
,"D730001G18Rik",15,0,"chr15:74601337-74609289"
,"Ly6k",15,17,"chr15:74627303-74630398"
,"Gml",15,7,"chr15:74643884-74649245"
,"Hemt1",15,5,"chr15:74649505-74654866"
,"Cyp11b1",15,1,"chr15:74665321-74672073"
,"Cyp11b2",15,0,"chr15:74681439-74686748"
,"2010109I03Rik",15,28,"chr15:74708765-74712134"
,"Ly6e",15,7554,"chr15:74785480-74790335"
,"Ly6i",15,12,"chr15:74810241-74813860"
,"Ly6a",15,2872,"chr15:74825306-74828318"
,"Ly6c1",15,0,"chr15:74874447-74879267"
,"Ly6c2",15,6,"chr15:74938590-74942379"
,"Ly6f",15,0,"chr15:75098850-75102664"
,"9030619P08Rik",15,5,"chr15:75258035-75262259"
,"Ly6h",15,0,"chr15:75395174-75397612"
,"Gpihbp1",15,294,"chr15:75427087-75428643"
,"Zfp41",15,77,"chr15:75447114-75455725"
,"Top1mt",15,70,"chr15:75487462-75509220"
,"Rhpn1",15,3,"chr15:75534717-75544849"
,"Mafa",15,0,"chr15:75577272-75578352"
,"Zc3h3",15,3,"chr15:75584876-75672338"
,"Gsdmd",15,935,"chr15:75692768-75697834"
,"Naprt1",15,11,"chr15:75721393-75724911"
,"Eef1d",15,1088,"chr15:75725229-75739770"
,"Tigd5",15,10,"chr15:75740164-75744965"
,"Pycrl",15,170,"chr15:75746892-75751990"
,"Tsta3",15,201,"chr15:75755112-75760160"
,"Zfp623",15,111,"chr15:75771381-75779830"
,"Zfp707",15,137,"chr15:75799614-75806295"
,"2410075B13Rik",15,113,"chr15:75810301-75812715"
,"Mapk15",15,0,"chr15:75824198-75829583"
,"Fam83h",15,12,"chr15:75831521-75844766"
,"Scrib",15,307,"chr15:75877615-75900160"
,"Puf60",15,286,"chr15:75900611-75911376"
,"Nrbp2",15,98,"chr15:75916023-75920443"
,"Eppk1",15,16,"chr15:75931917-75950625"
,"BC024139",15,2,"chr15:75949947-75956986"
,"Plec",15,829,"chr15:76001403-76061808"
,"Mir1942",15,0,"chr15:76046040-76046103"
,"Parp10",15,213,"chr15:76063424-76073870"
,"Grina",15,427,"chr15:76077236-76080334"
,"Gm10872",15,3,"chr15:76097216-76100269"
,"Spatc1",15,4,"chr15:76098518-76123002"
,"Gm10345",15,80.8221,"chr15:76124863-76127326"
,"Oplah",15,42.1779,"chr15:76127032-76137675"
,"Exosc4",15,200,"chr15:76157826-76161100"
,"Gpaa1",15,211,"chr15:76161723-76165329"
,"Cyc1",15,99,"chr15:76173952-76176364"
,"Sharpin",15,485,"chr15:76177469-76181540"
,"Maf1",15,222,"chr15:76181723-76184808"
,"Fam203a",15,209,"chr15:76199327-76201841"
,"Tssk5",15,0,"chr15:76202387-76205368"
,"Heatr7a",15,276,"chr15:76210942-76283469"
,"Bop1",15,248,"chr15:76283425-76307699"
,"Scx",15,8,"chr15:76287867-76289898"
,"Hsf1",15,184,"chr15:76307874-76331402"
,"Dgat1",15,14,"chr15:76332444-76342248"
,"Scrt1",15,0,"chr15:76346632-76352559"
,"Fbxl6",15,445,"chr15:76366157-76369176"
,"Gpr172b",15,189,"chr15:76369372-76372560"
,"Adck5",15,135,"chr15:76406788-76426241"
,"Cpsf1",15,462,"chr15:76426237-76438021"
,"Slc39a4",15,0,"chr15:76442812-76447282"
,"Vps28",15,465,"chr15:76452517-76456457"
,"Tonsl",15,84,"chr15:76456666-76470359"
,"Cyhr1",15,186,"chr15:76476196-76490538"
,"Kifc2",15,82,"chr15:76491070-76498626"
,"Foxh1",15,0,"chr15:76498736-76500303"
,"Ppp1r16a",15,53,"chr15:76502109-76525345"
,"Gpt",15,54,"chr15:76527193-76530105"
,"Mfsd3",15,34.5581,"chr15:76531971-76534669"
,"Recql4",15,26.4419,"chr15:76533982-76540989"
,"Lrrc14",15,94,"chr15:76541169-76545521"
,"Lrrc24",15,22,"chr15:76545705-76552603"
,"C030006K11Rik",15,75,"chr15:76551894-76554275"
,"Arhgap39",15,79,"chr15:76554414-76648600"
,"Zfp251",15,272,"chr15:76682573-76701865"
,"Zfp7",15,189,"chr15:76709705-76722824"
,"Commd5",15,122,"chr15:76730370-76731727"
,"Rpl8",15,1556,"chr15:76734500-76736748"
,"Zfp647",15,11,"chr15:76740799-76755878"
,"1110038F14Rik",15,255,"chr15:76778973-76781161"
,"Mb",15,1.99995,"chr15:76845916-76881098"
,"Apol6",15,14,"chr15:76875504-76887538"
,"Rbfox2",15,91,"chr15:76909419-77137483"
,"Apol7a",15,0,"chr15:77218646-77229540"
,"Apol9a",15,1,"chr15:77234218-77241510"
,"Apol7b",15,0,"chr15:77252638-77277890"
,"Apol10a",15,0,"chr15:77307476-77321499"
,"Apol11a",15,0,"chr15:77338700-77347749"
,"Apol7c",15,322,"chr15:77355296-77363745"
,"1700025B11Rik",15,0,"chr15:77388669-77392322"
,"Apol10b",15,48,"chr15:77414587-77426555"
,"Gm8221",15,178,"chr15:77449397-77457828"
,"Apol11b",15,5,"chr15:77464380-77473716"
,"Apol7e",15,0,"chr15:77529318-77549718"
,"Apol9b",15,0,"chr15:77559501-77566812"
,"Apol8",15,1,"chr15:77579042-77585659"
,"Myh9",15,4572,"chr15:77591018-77672545"
,"Txn2",15,580,"chr15:77745480-77759424"
,"Foxred2",15,146,"chr15:77770951-77787152"
,"Eif3d",15,745,"chr15:77789427-77801254"
,"Cacng2",15,0,"chr15:77824052-77949710"
,"Ift27",15,141,"chr15:77989892-78004538"
,"Pvalb",15,1,"chr15:78021547-78034586"
,"Ncf4",15,919,"chr15:78075240-78093010"
,"Csf2rb2",15,299,"chr15:78112939-78136033"
,"Csf2rb",15,548,"chr15:78156419-78181431"
,"1700061J05Rik",15,0,"chr15:78208829-78226342"
,"Tst",15,47,"chr15:78229985-78236289"
,"Mpst",15,210,"chr15:78237141-78244445"
,"Kctd17",15,90,"chr15:78259057-78269733"
,"Tmprss6",15,0,"chr15:78270096-78299064"
,"Il2rb",15,660,"chr15:78310978-78325496"
,"C1qtnf6",15,163,"chr15:78353775-78360081"
,"Sstr3",15,1,"chr15:78367444-78374775"
,"Rac2",15,5845,"chr15:78389598-78403213"
,"Cyth4",15,2827,"chr15:78427476-78452449"
,"Elfn2",15,1,"chr15:78500436-78548543"
,"Mfng",15,501,"chr15:78586312-78603875"
,"Card10",15,76,"chr15:78605565-78633472"
,"Cdc42ep1",15,64,"chr15:78673076-78681332"
,"Lgals2",15,7,"chr15:78681289-78685959"
,"Gga1",15,163,"chr15:78707619-78725015"
,"Sh3bp1",15,201,"chr15:78730215-78742482"
,"Pdxp",15,82,"chr15:78744348-78749947"
,"Lgals1",15,769,"chr15:78757154-78760895"
,"Nol12",15,169,"chr15:78765362-78772340"
,"Triobp",15,305.852,"chr15:78778153-78836299"
,"Gm10865",15,5.14775,"chr15:78825384-78841471"
,"H1f0",15,466,"chr15:78858641-78860930"
,"Gcat",15,69,"chr15:78861303-78872961"
,"Galr3",15,0,"chr15:78872314-78873988"
,"Ankrd54",15,188,"chr15:78883523-78893289"
,"Eif3l",15,785,"chr15:78905652-78924830"
,"Micall1",15,467.506,"chr15:78939412-78967331"
,"1700088E04Rik",15,41.4936,"chr15:78965084-78971681"
,"Polr2f",15,172,"chr15:78971796-78982197"
,"Sox10",15,2,"chr15:78985342-78994920"
,"Gm10863",15,4,"chr15:78996495-79046831"
,"Pick1",15,110,"chr15:79059603-79079896"
,"Slc16a8",15,0,"chr15:79081445-79085178"
,"Baiap2l2",15,1,"chr15:79088624-79115939"
,"Pla2g6",15,70,"chr15:79116657-79158801"
,"Maff",15,57,"chr15:79178107-79189506"
,"Tmem184b",15,357,"chr15:79191113-79233733"
,"Mir1943",15,1,"chr15:79205657-79205730"
,"Csnk1e",15,149,"chr15:79248281-79272487"
,"Kcnj4",15,0,"chr15:79314143-79335671"
,"Kdelr3",15,36.0001,"chr15:79346837-79358169"
,"Ddx17",15,6521,"chr15:79358125-79377171"
,"Dmc1",15,3,"chr15:79391929-79435514"
,"4933432B09Rik",15,12,"chr15:79440005-79489386"
,"Cby1",15,82,"chr15:79489656-79498090"
,"Tomm22",15,82,"chr15:79501297-79503292"
,"Josd1",15,163,"chr15:79504679-79518302"
,"Gtpbp1",15,382,"chr15:79521325-79551909"
,"Sun2",15,1320,"chr15:79554497-79572966"
,"Gm16576",15,56,"chr15:79573127-79587824"
,"Dnalc4",15,74,"chr15:79591878-79604897"
,"Nptxr",15,0,"chr15:79616780-79635139"
,"Npcd",15,43.9998,"chr15:79616780-79664763"
,"Cbx6",15,629,"chr15:79654327-79664763"
,"D730005E14Rik",15,264.243,"chr15:79719961-79723568"
,"Apobec3",15,2462.76,"chr15:79722837-79738859"
,"Cbx7",15,1352,"chr15:79746236-79763076"
,"Pdgfb",15,55,"chr15:79826305-79845238"
,"Rpl3",15,4,"chr15:79908210-79913836"
,"Snord83b",15,0,"chr15:79908932-79909009"
,"Snord43",15,0,"chr15:79913288-79913336"
,"Syngr1",15,5,"chr15:79921763-79949931"
,"Tab1",15,194,"chr15:79963583-79992132"
,"Mgat3",15,72,"chr15:80004150-80045949"
,"Smcr7l",15,273,"chr15:80064509-80083801"
,"Atf4",15,1506,"chr15:80085613-80087971"
,"Rps19bp1",15,170,"chr15:80091043-80094736"
,"Cacna1i",15,415,"chr15:80117667-80228722"
,"Enthd1",15,2,"chr15:80282669-80390900"
,"Grap2",15,877,"chr15:80453912-80480728"
,"Fam83f",15,17.8026,"chr15:80502276-80530855"
,"A430088P11Rik",15,21.1974,"chr15:80521454-80528040"
,"Tnrc6b",15,957.081,"chr15:80541742-80771516"
,"Mir5113",15,27.9189,"chr15:80770468-80770550"
,"Adsl",15,255,"chr15:80778948-80799803"
,"Sgsm3",15,41,"chr15:80808194-80842720"
,"Mkl1",15,498,"chr15:80842710-81021187"
,"4930483J18Rik",15,0,"chr15:81021282-81023187"
,"Mchr1",15,0,"chr15:81065928-81069394"
,"Slc25a17",15,416,"chr15:81149350-81191195"
,"St13",15,488,"chr15:81195473-81230124"
,"Xpnpep3",15,53,"chr15:81230617-81285318"
,"Dnajb7",15,9,"chr15:81237517-81238703"
,"Rbx1",15,144,"chr15:81296745-81306799"
,"Ep300",15,390,"chr15:81416643-81482507"
,"L3mbtl2",15,211.97,"chr15:81494365-81518735"
,"Chadl",15,2.03033,"chr15:81516596-81527717"
,"Rangap1",15,384,"chr15:81534677-81560349"
,"Zc3h7b",15,391,"chr15:81575277-81626699"
,"Tef",15,521,"chr15:81633102-81657293"
,"Tob2",15,526,"chr15:81678699-81688756"
,"Phf5a",15,279,"chr15:81694945-81702322"
,"Aco2",15,675,"chr15:81702892-81745567"
,"Polr3h",15,188,"chr15:81745459-81756643"
,"Csdc2",15,22,"chr15:81767188-81781371"
,"Pmm1",15,230,"chr15:81781535-81791297"
,"1700029P11Rik",15,0,"chr15:81810969-81811993"
,"Pppde2",15,290,"chr15:81822952-81846570"
,"Xrcc6",15,457,"chr15:81846798-81870514"
,"Nhp2l1",15,0,"chr15:81871774-81878028"
,"4930407I10Rik",15,0,"chr15:81889580-81896968"
,"Mei1",15,3,"chr15:81900546-81957244"
,"Ccdc134",15,454,"chr15:81958351-81972632"
,"Srebf2",15,760,"chr15:81977698-82035390"
,"Mir33",15,0,"chr15:82028551-82028620"
,"AI848285",15,12,"chr15:82037381-82043245"
,"Tnfrsf13c",15,2763,"chr15:82052173-82054766"
,"Cenpm",15,46,"chr15:82064205-82075177"
,"1500009C09Rik",15,2,"chr15:82082826-82091183"
,"Sept3",15,22,"chr15:82105364-82124872"
,"Wbp2nl",15,0,"chr15:82129413-82144988"
,"Naga",15,202,"chr15:82159961-82169256"
,"Fam109b",15,39,"chr15:82171608-82176140"
,"1500032L24Rik",15,536,"chr15:82176475-82179492"
,"Ndufa6",15,439,"chr15:82180568-82184721"
,"Cyp2d22",15,128,"chr15:82200956-82210690"
,"Cyp2d11",15,0,"chr15:82219583-82224452"
,"Cyp2d10",15,0,"chr15:82233275-82237624"
,"Cyp2d9",15,0,"chr15:82282806-82287257"
,"Cyp2d12",15,0,"chr15:82385527-82389843"
,"Cyp2d34",15,0,"chr15:82446394-82451337"
,"Cyp2d13",15,0,"chr15:82467179-82472475"
,"Cyp2d37-ps",15,0,"chr15:82519179-82520488"
,"Cyp2d40",15,0,"chr15:82590262-82594552"
,"Cyp2d26",15,0,"chr15:82620536-82624675"
,"Tcf20",15,476,"chr15:82639054-82742564"
,"Tbrg3",15,6,"chr15:82720912-82728891"
,"Gm20324",15,65,"chr15:82729509-82736246"
,"Nfam1",15,511,"chr15:82828225-82853568"
,"Serhl",15,112.053,"chr15:82930634-82947101"
,"Rrp7a",15,139.947,"chr15:82946276-82953231"
,"Poldip3",15,877,"chr15:82956407-82979766"
,"Rnu12",15,0,"chr15:82980074-82980224"
,"Cyb5r3",15,222,"chr15:82983931-83002638"
,"A4galt",15,72,"chr15:83057151-83082204"
,"Arfgap3",15,204,"chr15:83130169-83180677"
,"1700001L05Rik",15,59,"chr15:83184276-83197727"
,"Pacsin2",15,282,"chr15:83206036-83295036"
,"Ttll1",15,31,"chr15:83314198-83341337"
,"Bik",15,9,"chr15:83357291-83375065"
,"Mcat",15,305,"chr15:83377226-83386141"
,"Tspo",15,1034,"chr15:83394002-83404633"
,"Ttll12",15,79,"chr15:83405523-83425587"
,"Scube1",15,81,"chr15:83433012-83555451"
,"Mpped1",15,10,"chr15:83610452-83688904"
,"Efcab6",15,0,"chr15:83697141-83895779"
,"Sult4a1",15,0,"chr15:83906526-83936184"
,"Pnpla5",15,0,"chr15:83943050-83953605"
,"Pnpla3",15,28,"chr15:83998245-84019951"
,"Samm50",15,438,"chr15:84022662-84044733"
,"Parvb",15,173,"chr15:84062472-84146039"
,"Parvg",15,1757,"chr15:84155149-84173408"
,"1810041L15Rik",15,9,"chr15:84209632-84277527"
,"Ldoc1l",15,174,"chr15:84383827-84388253"
,"Prr5",15,180,"chr15:84511427-84534103"
,"Gm20556",15,0,"chr15:84545058-84550696"
,"Arhgap8",15,7,"chr15:84550481-84602637"
,"Phf21b",15,7,"chr15:84615805-84686559"
,"Nup50",15,506,"chr15:84753857-84773393"
,"5031439G07Rik",15,790,"chr15:84776149-84818401"
,"Mir1249",15,0,"chr15:84781955-84782053"
,"Upk3a",15,0,"chr15:84847570-84852990"
,"Fam118a",15,152,"chr15:84867491-84893260"
,"Smc1b",15,16,"chr15:84895118-84962387"
,"Ribc2",15,1,"chr15:84962528-84974999"
,"Gm19277",15,0,"chr15:84979683-84986562"
,"Fbln1",15,38,"chr15:85036437-85116724"
,"Atxn10",15,392,"chr15:85166810-85294266"
,"7530416G11Rik",15,0,"chr15:85323165-85333657"
,"Wnt7b",15,2,"chr15:85365866-85412251"
,"AU022754",15,0,"chr15:85411571-85424138"
,"Mirlet7c-2",15,0,"chr15:85537032-85537127"
,"Mirlet7b",15,0,"chr15:85537748-85537833"
,"Ppara",15,5,"chr15:85565993-85637281"
,"2210021J22Rik",15,237,"chr15:85637401-85642127"
,"Pkdrej",15,0,"chr15:85645105-85652163"
,"Ttc38",15,300,"chr15:85662733-85689252"
,"Gtse1",15,30,"chr15:85690136-85707003"
,"Trmu",15,90,"chr15:85709756-85727823"
,"Celsr1",15,70,"chr15:85729187-85864207"
,"Gramd4",15,502,"chr15:85888124-85968066"
,"Cerk",15,1532,"chr15:85969530-86016571"
,"Tbc1d22a",15,142,"chr15:86044888-86328933"
,"Fam19a5",15,1,"chr15:87374728-87589794"
,"B230214G05",15,0,"chr15:88145303-88203081"
,"Zdhhc25",15,0,"chr15:88430731-88431972"
,"Brd1",15,204,"chr15:88517464-88564649"
,"Zbed4",15,0,"chr15:88582140-88614946"
,"Alg12",15,201,"chr15:88635672-88649748"
,"Creld2",15,178,"chr15:88650075-88657111"
,"Pim3",15,98,"chr15:88692623-88696156"
,"Ttll8",15,0,"chr15:88744327-88784848"
,"Mlc1",15,31,"chr15:88786313-88808983"
,"Mov10l1",15,0,"chr15:88813423-88885582"
,"Panx2",15,0,"chr15:88890155-88901337"
,"1810021B22Rik",15,2,"chr15:88901627-88906284"
,"Trabd",15,730,"chr15:88906493-88917505"
,"1300018J18Rik",15,164.506,"chr15:88919536-88930770"
,"Tubgcp6",15,334.494,"chr15:88929527-88953580"
,"Hdac10",15,652,"chr15:88953732-88959130"
,"Mapk12",15,100,"chr15:88961013-88971133"
,"Mapk11",15,448,"chr15:88972913-88980036"
,"Plxnb2",15,525,"chr15:88985978-89011218"
,"Fam116b",15,230,"chr15:89012642-89026905"
,"Ppp6r2",15,184,"chr15:89041989-89116692"
,"Sbf1",15,441,"chr15:89118666-89145742"
,"Adm2",15,2,"chr15:89153402-89155161"
,"Miox",15,0,"chr15:89164903-89167438"
,"Lmf2",15,235,"chr15:89181434-89186090"
,"Ncaph2",15,506.853,"chr15:89186152-89203259"
,"Sco2",15,128.88,"chr15:89202067-89204249"
,"Tymp",15,9.26707,"chr15:89202361-89207468"
,"Odf3b",15,0,"chr15:89207879-89209685"
,"Klhdc7b",15,0,"chr15:89217321-89219139"
,"Syce3",15,0,"chr15:89220604-89240934"
,"Cpt1b",15,43,"chr15:89246835-89256293"
,"BC090627",15,0,"chr15:89246835-89260358"
,"Chkb",15,480,"chr15:89256779-89260358"
,"Mapk8ip2",15,1,"chr15:89284341-89292878"
,"Arsa",15,274,"chr15:89302906-89307855"
,"Shank3",15,53,"chr15:89330287-89390691"
,"Acr",15,2,"chr15:89398756-89405016"
,"Rabl2",15,31,"chr15:89412957-89422354"
,"Syt10",15,0,"chr15:89612823-89672291"
,"Alg10b",15,497,"chr15:90054741-90060985"
,"Cpne8",15,15,"chr15:90317911-90509819"
,"Spn-ps",15,0,"chr15:90721826-90728907"
,"Kif21a",15,42,"chr15:90763706-90880379"
,"Abcd2",15,130,"chr15:90976301-91022238"
,"Slc2a13",15,33,"chr15:91098121-91403692"
,"Lrrk2",15,1243,"chr15:91503654-91646555"
,"Muc19",15,0,"chr15:91668756-91764986"
,"Smgc",15,0,"chr15:91668758-91691866"
,"Cntn1",15,8,"chr15:91881595-92172398"
,"Pdzrn4",15,0,"chr15:92227240-92602250"
,"Gxylt1",15,582,"chr15:93070172-93105515"
,"Yaf2",15,61,"chr15:93114263-93167366"
,"Zcrb1",15,75,"chr15:93216543-93228721"
,"Pphln1",15,326,"chr15:93228780-93322343"
,"Prickle1",15,128,"chr15:93329544-93426322"
,"9430014N10Rik",15,0,"chr15:93735286-93757542"
,"D630010B17Rik",15,1,"chr15:94077632-94086037"
,"Adamts20",15,24,"chr15:94100593-94234781"
,"Pus7l",15,197,"chr15:94353070-94373938"
,"Irak4",15,270,"chr15:94374090-94398747"
,"Twf1",15,277,"chr15:94408378-94420255"
,"Tmem117",15,0,"chr15:94459615-94926528"
,"LOC100043315",15,0,"chr15:94928052-94979749"
,"Nell2",15,4,"chr15:95049880-95359137"
,"Dbx2",15,0,"chr15:95453993-95485202"
,"Ano6",15,1139,"chr15:95621273-95805903"
,"D030018L15Rik",15,12,"chr15:95903767-95909983"
,"Gm4371",15,0,"chr15:96013230-96033901"
,"2610037D02Rik",15,5,"chr15:96020904-96028405"
,"E330033B04Rik",15,114,"chr15:96098994-96105706"
,"Arid2",15,418,"chr15:96117952-96235894"
,"Scaf11",15,1159,"chr15:96242128-96291274"
,"Slc38a1",15,1296,"chr15:96401848-96473344"
,"Slc38a2",15,1864,"chr15:96517822-96530129"
,"Slc38a4",15,0,"chr15:96825253-96886387"
,"Amigo2",15,109,"chr15:97074504-97077718"
,"Fam113b",15,224,"chr15:97077537-97216122"
,"Rpap3",15,142,"chr15:97505535-97536253"
,"Endou",15,184,"chr15:97541449-97561836"
,"Rapgef3",15,107,"chr15:97575200-97598097"
,"Slc48a1",15,437.001,"chr15:97614795-97623123"
,"Hdac7",15,565.999,"chr15:97623094-97674933"
,"Vdr",15,20,"chr15:97684857-97738727"
,"Tmem106c",15,216,"chr15:97794659-97800717"
,"Col2a1",15,1,"chr15:97806032-97835155"
,"Senp1",15,536,"chr15:97869174-97924000"
,"Pfkm",15,97,"chr15:97923019-97962878"
,"Asb8",15,197,"chr15:97965070-97996009"
,"AI836003",15,4,"chr15:97998236-98000565"
,"Olfr288",15,0,"chr15:98016443-98025973"
,"Olfr287",15,0,"chr15:98037401-98051487"
,"Olfr286",15,0,"chr15:98057105-98064881"
,"H1fnt",15,0,"chr15:98086412-98087738"
,"Zfp641",15,16,"chr15:98116552-98126514"
,"Olfr285",15,0,"chr15:98143019-98143979"
,"Olfr284",15,0,"chr15:98170452-98171370"
,"Olfr283",15,0,"chr15:98208609-98209539"
,"1700031M16Rik",15,0,"chr15:98228875-98246566"
,"Olfr282",15,0,"chr15:98267900-98268828"
,"Olfr281",15,0,"chr15:98286742-98287678"
,"Lalba",15,5,"chr15:98310830-98313114"
,"Olfr279",15,0,"chr15:98327904-98328837"
,"2310037I24Rik",15,46,"chr15:98349531-98364652"
,"Snora34",15,18,"chr15:98350147-98350265"
,"Snora2b",15,1,"chr15:98356778-98356890"
,"Ccnt1",15,161,"chr15:98373641-98398067"
,"9330020H09Rik",15,52,"chr15:98397754-98401295"
,"4930415O20Rik",15,0,"chr15:98401434-98420019"
,"Adcy6",15,279,"chr15:98420420-98438064"
,"Cacnb3",15,153,"chr15:98462650-98474961"
,"Ddx23",15,383,"chr15:98475937-98493320"
,"Rnd1",15,12,"chr15:98499635-98507892"
,"Ccdc65",15,1,"chr15:98538657-98553764"
,"Fkbp11",15,198,"chr15:98554798-98558629"
,"Arf3",15,468,"chr15:98568056-98593549"
,"Wnt10b",15,7,"chr15:98602182-98608581"
,"Wnt1",15,1,"chr15:98620287-98624261"
,"Ddn",15,10,"chr15:98634212-98638356"
,"Prkag1",15,523,"chr15:98643227-98661939"
,"Mll2",15,1600,"chr15:98662099-98701636"
,"Rhebl1",15,55,"chr15:98708190-98711845"
,"Dhh",15,3,"chr15:98723457-98728971"
,"Lmbr1l",15,284,"chr15:98734351-98748529"
